node,environment,(unused),elapsedTime,epoch,iteration,accuracy,f1,precision,recall,gmeasure,mcc,score,before or after averaging,#peers included in current batch
5566, Figure 4.2 - average, 0, 25, 0, 0, 0.1, 0.18181818181818182, 0.1, 0.1, 0.03162277660168379, NaN, 0.0, before, 0
5564, Figure 4.2 - average, 0, 27, 0, 0, 0.1, 0.18181818181818182, 0.1, 0.1, 0.03162277660168379, NaN, 0.0, before, 0
5562, Figure 4.2 - average, 0, 25, 0, 0, 0.1, 0.18181818181818182, 0.1, 0.1, 0.03162277660168379, NaN, 0.0, before, 0
5554, Figure 4.2 - average, 0, 28, 0, 0, 0.1, 0.18181818181818182, 0.1, 0.1, 0.03162277660168379, NaN, 0.0, before, 0
5578, Figure 4.2 - average, 0, 31, 0, 0, 0.1, 0.18181818181818182, 0.1, 0.1, 0.03162277660168379, NaN, 0.0, before, 0
5570, Figure 4.2 - average, 0, 24, 0, 0, 0.1, 0.18181818181818182, 0.1, 0.1, 0.03162277660168379, NaN, 0.0, before, 0
5568, Figure 4.2 - average, 0, 26, 0, 0, 0.1, 0.18181818181818182, 0.1, 0.1, 0.03162277660168379, NaN, 0.0, before, 0
5556, Figure 4.2 - average, 0, 25, 0, 0, 0.1, 0.18181818181818182, 0.1, 0.1, 0.03162277660168379, NaN, 0.0, before, 0
5576, Figure 4.2 - average, 0, 24, 0, 0, 0.1, 0.18181818181818182, 0.1, 0.1, 0.03162277660168379, NaN, 0.0, before, 0
5580, Figure 4.2 - average, 0, 29, 0, 0, 0.1, 0.18181818181818182, 0.1, 0.1, 0.03162277660168379, NaN, 0.0, before, 0
5574, Figure 4.2 - average, 0, 29, 0, 0, 0.1, 0.18181818181818182, 0.1, 0.1, 0.03162277660168379, NaN, 0.0, before, 0
5558, Figure 4.2 - average, 0, 43, 0, 0, 0.1, 0.18181818181818182, 0.1, 0.1, 0.03162277660168379, NaN, 0.0, before, 0
5572, Figure 4.2 - average, 0, 26, 0, 0, 0.1, 0.18181818181818182, 0.1, 0.1, 0.03162277660168379, NaN, 0.0, before, 0
5560, Figure 4.2 - average, 0, 27, 0, 0, 0.1, 0.18181818181818182, 0.1, 0.1, 0.03162277660168379, NaN, 0.0, before, 0
5582, Figure 4.2 - average, 0, 27, 0, 0, 0.1, 0.18181818181818182, 0.1, 0.1, 0.03162277660168379, NaN, 0.0, before, 0
5554, Figure 4.2 - average, 0, 1882, 0, 0, 0.21, 0.3027050468910934, 0.20707070707070707, 0.21000000000000002, 0.11044093128531385, NaN, 2.302585220336914, before, -
5564, Figure 4.2 - average, 0, 2119, 0, 0, 0.23, 0.346415770609319, 0.2518218623481781, 0.22999999999999998, 0.12515181856960916, NaN, 2.302585220336914, before, -
5556, Figure 4.2 - average, 0, 2187, 0, 0, 0.26, 0.40063719633612105, 0.2662337662337662, 0.26, 0.14252931140530575, NaN, 2.302585220336914, before, -
5572, Figure 4.2 - average, 0, 2076, 0, 0, 0.21, 0.48638078713266686, 0.5934343434343433, 0.21000000000000002, 0.16509316009522454, NaN, 2.302585220336914, before, -
5568, Figure 4.2 - average, 0, 2168, 0, 0, 0.28, 0.48256410256410254, 0.34949494949494947, 0.27999999999999997, 0.16569489666430276, NaN, 2.302585220336914, before, -
5560, Figure 4.2 - average, 0, 2147, 0, 0, 0.26, 0.4101391966667109, 0.3474702380952381, 0.26, 0.17954332506372134, NaN, 2.302585220336914, before, -
5562, Figure 4.2 - average, 0, 2232, 0, 0, 0.16, 0.43137254901960775, 0.42934782608695654, 0.16, 0.10005106299478303, NaN, 2.302585220336914, before, -
5558, Figure 4.2 - average, 0, 2160, 0, 0, 0.21, 0.2850920066539761, 0.4683578832515003, 0.21000000000000002, 0.1216022379684795, NaN, 2.302585220336914, before, -
5570, Figure 4.2 - average, 0, 2257, 0, 0, 0.26, 0.4454064454064454, 0.31813015061096905, 0.26, 0.15278077571680723, NaN, 2.302585220336914, before, -
5578, Figure 4.2 - average, 0, 2304, 0, 0, 0.18, 0.2173076923076923, 0.1334928229665072, 0.18, 0.08454515478784182, NaN, 2.302585220336914, before, -
5574, Figure 4.2 - average, 0, 2385, 0, 0, 0.2, 0.2843247287691732, 0.19187589303939578, 0.2, 0.10346737859161878, NaN, 2.302585220336914, before, -
5576, Figure 4.2 - average, 0, 2431, 0, 0, 0.24, 0.2839245283018868, 0.21186046511627907, 0.24, 0.15603125915778993, NaN, 2.302585220336914, before, -
