environment, simulationIndex, elapsedTime, epoch, iteration, accuracy, f1, precision, recall, gmeasure, mcc, score, before or after averaging, #peers included in current batch, before or after averaging, #peers included in current batch
Figure 5.3 - bristle - transfer, 0, 11130, 0, 0, 0.38, 0.5174989787336297, 0.47160724391624226, 0.38, 0.28185502820974595, NaN, 2.3025851249694824, after, 0
Figure 5.3 - bristle - transfer, 1, 11300, 0, 0, 0.39, 0.5702603409541429, 0.5521751221751223, 0.39, 0.30707681525840125, NaN, 2.3025851249694824, after, 0
Figure 5.3 - bristle - transfer, 2, 11498, 0, 0, 0.35, 0.45176402208660277, 0.47407407407407404, 0.35, 0.2566405746790729, NaN, 2.3025851249694824, after, 0
Figure 5.3 - bristle - transfer, 3, 11637, 0, 0, 0.27, 0.30895902547065335, 0.2383116883116883, 0.27, 0.17257112653482135, NaN, 2.3025851249694824, after, 0
Figure 5.3 - bristle - transfer, 4, 11754, 0, 0, 0.29, 0.35434704830053665, 0.38004329004329007, 0.29, 0.20574060148415518, NaN, 2.3025851249694824, after, 0
Figure 5.3 - bristle - transfer, 5, 11863, 0, 0, 0.31, 0.48419098822324635, 0.36295199898141073, 0.31, 0.2093460239152937, NaN, 2.3025851249694824, after, 0
Figure 5.3 - bristle - transfer, 6, 12012, 0, 0, 0.28, 0.41804692891649414, 0.32972027972027973, 0.27999999999999997, 0.18433319241453897, NaN, 2.3025851249694824, after, 0
Figure 5.3 - bristle - transfer, 7, 12138, 0, 0, 0.31, 0.4477124183006536, 0.5442866801893171, 0.31, 0.2529286257534036, NaN, 2.3025851249694824, after, 0
Figure 5.3 - bristle - transfer, 8, 12238, 0, 0, 0.32, 0.4024628040746811, 0.3142652329749104, 0.32, 0.21843819603313014, NaN, 2.3025851249694824, after, 0
Figure 5.3 - bristle - transfer, 9, 12323, 0, 0, 0.37, 0.6582045782816125, 0.5765977443609023, 0.37, 0.2792490192023328, NaN, 2.3025851249694824, after, 0
Figure 5.3 - bristle - transfer, 10, 12424, 0, 0, 0.06, 0.09007407407407407, 0.07215686274509804, 0.06, 0.04651321525164578, NaN, 2.302585220336914, after, 0
Figure 5.3 - bristle - transfer, 11, 12514, 0, 0, 0.1, 0.12536698890082348, 0.10268620268620268, 0.1, 0.06862905630801723, NaN, 2.302585220336914, after, 0
Figure 5.3 - bristle - transfer, 12, 12587, 0, 0, 0.04, 0.03843329253365973, 0.025324675324675326, 0.04, 0.022490599523567377, NaN, 2.302585220336914, after, 0
Figure 5.3 - bristle - transfer, 13, 12660, 0, 0, 0.04, 0.05338888888888889, 0.04147186147186147, 0.04, 0.02841715508143543, NaN, 2.302585220336914, after, 0
Figure 5.3 - bristle - transfer, 14, 12733, 0, 0, 0.06, 0.05571095571095571, 0.036308316430020283, 0.06, 0.03298850942247906, NaN, 2.302585220336914, after, 0
Figure 5.3 - bristle - transfer, 15, 12807, 0, 0, 0.02, 0.026050420168067225, 0.01944444444444444, 0.02, 0.013908532168678328, NaN, 2.302585220336914, after, 0
Figure 5.3 - bristle - transfer, 16, 12897, 0, 0, 0.08, 0.11105263157894738, 0.09095238095238094, 0.07999999999999999, 0.058938992220836615, NaN, 2.302585220336914, after, 0
Figure 5.3 - bristle - transfer, 17, 12996, 0, 0, 0.14, 0.15438596491228068, 0.11278166278166277, 0.14, 0.08686023166718271, NaN, 2.302585220336914, after, 0
Figure 5.3 - bristle - transfer, 18, 13088, 0, 0, 0.07, 0.08666666666666667, 0.1, 0.06999999999999999, 0.050644951022459805, NaN, 2.302585220336914, after, 0
Figure 5.3 - bristle - transfer, 19, 13168, 0, 0, 0.12, 0.10759305210918116, 0.07307359307359307, 0.12, 0.06435137825690318, NaN, 2.302585220336914, after, 0
Figure 5.3 - bristle - transfer, 0, 49684, 7, 10, 0.61, 0.6223184223184224, 0.759304152637486, 0.61, 0.597591583617699, NaN, 1.6578509778284, after, 0
Figure 5.3 - bristle - transfer, 1, 50188, 7, 10, 0.53, 0.5639845381847446, 0.7354336043360434, 0.53, 0.5482483462884421, NaN, 1.6442817500335807, after, 0
Figure 5.3 - bristle - transfer, 2, 50750, 7, 10, 0.56, 0.6410898333692452, 0.7689102564102563, 0.56, 0.5480230393403897, NaN, 1.6108891138442847, after, 0
Figure 5.3 - bristle - transfer, 3, 51446, 7, 10, 0.51, 0.5956170413407255, 0.764520202020202, 0.51, 0.5146212140458288, NaN, 1.706132854823246, after, 0
Figure 5.3 - bristle - transfer, 4, 52229, 7, 10, 0.57, 0.5855772274374815, 0.7316750007062746, 0.5700000000000001, 0.5677826302919956, NaN, 1.6518532556441472, after, 0
Figure 5.3 - bristle - transfer, 5, 52937, 7, 10, 0.5, 0.6269944341372913, 0.6797224344283167, 0.5, 0.46192299794353725, NaN, 1.7216516081785875, after, 0
Figure 5.3 - bristle - transfer, 6, 53354, 7, 10, 0.5, 0.5196515418737642, 0.7920125626007979, 0.5000000000000001, 0.5247596565655819, NaN, 1.6562579656057754, after, 0
Figure 5.3 - bristle - transfer, 7, 53844, 7, 10, 0.43, 0.5055501231348689, 0.7501125450180072, 0.43, 0.45319887272858683, NaN, 1.5468844427051622, after, 0
Figure 5.3 - bristle - transfer, 8, 54261, 7, 10, 0.48, 0.48991514161792804, 0.7752909904577974, 0.4800000000000001, 0.5040268607407197, NaN, 1.767921045303593, after, 0
Figure 5.3 - bristle - transfer, 9, 54703, 7, 10, 0.46, 0.5770357625551287, 0.8277834699453552, 0.45999999999999996, 0.5030630797899541, NaN, 1.7253737645703657, after, 0
